Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen
Formaggi E Vino,Miami,Italiana,Precio no disponible,No disponible,+1 305-804-1836,"7110 SW 158th Ct, Miami, FL 33193-3460",0 opiniones,No disponible,No disponible,No disponible,formaggievino@gmail.com,No disponible
Giselle Miami,Miami,Francesa,Precio no disponible,No disponible,+1 305-358-9848,"15 NE 11th St, Miami, FL 33132-1723",0 opiniones,No disponible,http://www.gisellemiami.com/,https://www.gisellemiami.com/menus/,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/27/36/cb/1a/giselle.jpg
Habibi Kush Restaurant & Hookah Lounge,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-431-1262,"930 NE 79th St, Miami, FL 33138-4716",0 opiniones,No disponible,http://www.habibikush.com/,No disponible,habibikushllc@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/c9/72/af/two-of-our-most-popular.jpg
Harry's Pizzeria,Miami,Italiana,Precio no disponible,No disponible,+1 786-991-9511,"1680 Meridian Ave Ste 102, Miami Beach, FL 33139-2704",5 opiniones,"5,0",http://harryspizzeria.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/23/90/76/aa/chef-schwartz.jpg
Hector's Pizza & More,Miami,Italiana,Precio no disponible,No disponible,+1 786-953-4088,"12835 SW 42nd St, Miami, FL 33175-3433",1 opinión,"5,0",https://www.hectorspizzaandmore.com/,https://www.hectorspizzaandmore.com/assets/public/images/menu%202019.jpg,hello@hectorspizzaandmore.com,https://media-cdn.tripadvisor.com/media/photo-p/1a/2d/17/3c/four-cheese-pizza.jpg
Hookah Bar At Kanoli,Miami,Italiana,Precio no disponible,No disponible,+1 305-517-7474,"1236 Ocean Dr, Miami Beach, FL 33139-4610",3 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/21/d0/16/2f/hookah-is-our-life.jpg
Il Dante Caffe,Miami,Italiana,Precio no disponible,No disponible,+1 305-672-3535,"760 Ocean Dr, Miami Beach, FL 33139-6252",14 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/6d/4b/58/il-dante-caffe.jpg
Il Grano Pizzeria,Miami,Italiana,Precio no disponible,No disponible,+1 305-967-8301,"1416 Brickell Ave, Miami, FL 33131-3406",0 opiniones,No disponible,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/26/c5/45/cc/pizza.jpg
Julz Kitchen & Bar (jk&b),Miami,Francesa,Precio no disponible,No disponible,+1 786-200-1053,"58 NE 14th St, Miami, FL 33132-1392",0 opiniones,No disponible,No disponible,No disponible,juliettenaintre@gmail.com,No disponible
K Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 305-381-6025,"8434 S Dixie Hwy Dadeland North Station, Miami, FL 33143-7804",0 opiniones,No disponible,No disponible,No disponible,info@kpizza.us,https://media-cdn.tripadvisor.com/media/photo-s/26/07/82/ea/see-our-selection-of.jpg
Kendall Latin Food,Miami,Española,Precio no disponible,No disponible,+1 305-388-8601,"12758 SW 88th St, Miami, FL 33186-1746",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
L'incontro Pizzeria and Restaurant,Miami,Italiana,Precio no disponible,No disponible,+1 786-429-3721,"12388 SW 127th Ave Kendall Breeze Shopping Center, Miami, FL 33186-6595",5 opiniones,"4,5",No disponible,No disponible,lascazuelasmexico@att.net,https://media-cdn.tripadvisor.com/media/photo-s/11/00/4c/67/chef-daniel-welcome-to.jpg
La Castanuela Miami,Miami,Española,Precio no disponible,No disponible,+1 786-615-7107,"1148 South West 27th Ave, Miami, FL 33135-4722",0 opiniones,No disponible,https://www.facebook.com/La-Castanuela-Miami-1040710056063501/,No disponible,No disponible,No disponible
La Dolce Vita Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 305-443-6063,"2717 SW 37th Ave Coconut Grove, Miami, FL 33133-2727",3 opiniones,"3,5",No disponible,No disponible,No disponible,No disponible
La Focaccia,Miami,Mediterránea,Precio no disponible,No disponible,+1 305-397-8758,"642 6h St, Miami Beach, FL",7 opiniones,"4,5",https://www.lafocacciamiamibeach.com/,No disponible,info@lafocacciamiamibeach.com,https://media-cdn.tripadvisor.com/media/photo-s/12/65/73/f9/photo1jpg.jpg
La Fontana Ristorante Downtown Miami,Miami,Italiana,Precio no disponible,No disponible,+1 260-366-8262,"9 W Flagler St, Miami Fl., Miami, FL 33130-1701",2 opiniones,"3,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/24/29/7f/b5/pasta-fontana.jpg
La Provence French Bakery,Miami,Francesa,Precio no disponible,No disponible,+1 305-547-4667,"2106 NW 13th Ave, Miami, FL 33142-7704",3 opiniones,"3,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/14/2c/55/f3/photo1jpg.jpg
le Roy Rene,Miami,Francesa,Precio no disponible,No disponible,+1 786-347-5357,"701 S Miami Ave, Miami, FL 33130-1946",4 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1d/c4/9e/2a/view-of-the-dessert-shop.jpg
Le Select Wine and Tapas,Miami,Española,Precio no disponible,No disponible,+1 305-418-0110,"3604 NW 7th St, Miami, FL 33125-4018",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
Little Caesars,Miami,Italiana,Precio no disponible,No disponible,+1 305-249-0940,"19975 NW 2nd Ave # Ivest, Miami, FL 33169-2911",6 opiniones,"4,5",No disponible,No disponible,No disponible,No disponible
Magdoos,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-703-8155,"30 NW 34th St, Miami, FL 33127-3549",4 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/f5/d0/52/magdoos.jpg
Mamma Leone Bakery,Miami,Italiana,Precio no disponible,No disponible,+1 786-577-0475,"2508 NE 2nd Ave, Miami, FL 33137-4404",9 opiniones,"5,0",No disponible,No disponible,labakerycaffe@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/80/7e/50/caption.jpg
Marino's Pizza - Pasta,Miami,Italiana,Precio no disponible,No disponible,+1 305-385-6688,"13821 SW 88th St, Miami, FL 33186-1303",33 opiniones,"4,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/6e/c2/14/pasta.jpg
Marygold's Florida Brasserie,Miami,Francesa,Precio no disponible,No disponible,+1 786-522-6601,"2217 NW Miami Ct, Miami, FL 33127-4923",1 opinión,"5,0",No disponible,No disponible,info@marygoldsbrasserie.com,https://media-cdn.tripadvisor.com/media/photo-s/27/a4/03/bc/photo0jpg.jpg
Meson Ria de Vigo,Miami,Española,Precio no disponible,No disponible,+1 305-854-7222,"1363 Coral Way, Miami, FL 33145-2970",10 opiniones,"4,5",http://www.mesonriadevigo.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/20/5a/40/photo1jpg.jpg
Moloko Miami,Miami,Francesa,Precio no disponible,No disponible,+1 305-938-0490,"1801 West Ave, Miami, FL 33139-1431",7 opiniones,"3,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/27/fb/15/b5/moloko-miami.jpg
Monte Tapas and Bowl,Miami,Española,Precio no disponible,No disponible,+1 305-988-7701,"1750 N Bayshore Dr, Miami, FL 33132-3203",4 opiniones,"4,5",https://montetapas.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/12/f8/46/0d/20180516-192228-largejpg.jpg
Mosaico Kitchen + Bar,Miami,Mediterránea,Precio no disponible,No disponible,+1 305-860-3874,"145 SW 11th St, Miami, FL 33130-4005",2 opiniones,"4,0",https://www.mosaicokitchenandbar.com/,https://www.mosaicokitchenandbar.com/menu,contact@mosaicokitchenandbar.com,https://media-cdn.tripadvisor.com/media/photo-s/23/90/c7/0a/indigo-burger.jpg
Napoli 1800 Cucina & Pizzeria,Miami,Italiana,Precio no disponible,No disponible,+1 786-558-4700,"11510 SW 147th Ave Unit 2, Miami, FL 33196-2443",9 opiniones,"5,0",No disponible,No disponible,napoli1800kendall@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/59/65/ef/caption.jpg
New York Roma Pizza Bird Road,Miami,Italiana,Precio no disponible,No disponible,+1 786-536-2978,"6420 Bird Rd, Miami, FL 33155-4828",0 opiniones,No disponible,No disponible,No disponible,birdroad@newyorkromapizza.com,https://media-cdn.tripadvisor.com/media/photo-s/21/6f/a4/5b/two-slice-lunch-special.jpg
Noma Beach At Redfish,Miami,No disponible,Precio no disponible,No disponible,+1 305-668-8788,"9610 Old Cutler Road, Miami, FL 33156",1 opinión,"3,0",http://www.noma-beach.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/27/fe/14/96/caption.jpg
O'munaciello,Miami,Italiana,Precio no disponible,No disponible,+1 305-640-8752,"2250 Coral Way, Miami, FL 33145-3509",1 opinión,"5,0",No disponible,No disponible,coralway@munaciello.com,No disponible
Old Greg's Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 866-653-4734,"3620 NE 2nd Ave, Miami, FL 33137-3616",1 opinión,"1,0",http://www.oldgregspizza.com/,https://www.oldgregspizza.com/menu,yo@oldgregspizza.com,https://media-cdn.tripadvisor.com/media/photo-s/25/fe/29/cf/old-greg-s-pizza-located.jpg
Orlandos Paella,Miami,Española,Precio no disponible,No disponible,+1 305-265-4350,"6446 SW 8th St, Miami, FL 33144-4814",0 opiniones,No disponible,http://www.orlandospaella.com/,No disponible,No disponible,No disponible
Paellas R Us,Miami,Española,Precio no disponible,No disponible,+1 305-551-2309,"2820 SW 118th Ave, Miami, FL 33175-2417",1 opinión,"5,0",http://www.paellasrus.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/15/77/4a/ce/listos-para-comer-esa.jpg
Panda Express,Miami,Española,Precio no disponible,No disponible,No disponible,"8750 W Flagler St, Miami, FL 33174-2404",10 opiniones,"4,0",https://www.pandaexpress.com/userlocation,https://www.pandaexpress.com/menu,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1e/46/29/46/caption.jpg
Pastamarket,Miami,Italiana,Precio no disponible,No disponible,+1 305-587-9803,"209 NE 82nd Terrace, Miami, Fl 33138, Miami, FL 33138-3914",1 opinión,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/26/d9/8a/98/fettuccine-bolognese.jpg
Perricone's,Miami,Italiana,Precio no disponible,No disponible,+1 305-374-9449,"1700 SW 3rd Ave, Miami, FL 33129-1415",12 opiniones,"3,0",http://perricones.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1d/4c/87/2b/caption.jpg
Pina's Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 305-254-3333,"12041 SW 117th Ave Pine Lake Shopping Center, Miami, FL 33186-5216",8 opiniones,"4,0",No disponible,No disponible,pinaspizzamiami@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/1a/fc/c5/2b/photo0jpg.jpg
Pizza Point,Miami,Italiana,Precio no disponible,No disponible,+1 305-758-1852,"10802 NE 6th Ave, Miami, FL 33161-7132",12 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/23/50/b5/e9/pizza-point.jpg
Pizza Tua,Miami,Italiana,Precio no disponible,No disponible,+1 786-448-6232,"667 Lincoln Rd, Miami Beach, FL 33139-2915",102 opiniones,"5,0",No disponible,No disponible,marcocapri91@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/27/47/e0/30/pizza-tua.jpg
Pomodoro Italian Restaurant & Bar,Miami,Italiana,Precio no disponible,No disponible,+1 786-592-2966,"18200 SW 147th Ave, Miami, FL 33187-1813",1 opinión,"5,0",http://www.pomodoromiami.com/?utm_source=local&utm_medium=applemaps&utm_campaign=moca,https://www.pomodoromiami.com/menu?utm_source=local&utm_medium=tripadvisor&utm_campaign=moca,ristorantepomodoromiami@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/17/eb/38/02/enter-as-a-guest-leave.jpg
Porchettoni Food Truck,Miami,Italiana,Precio no disponible,No disponible,+1 786-865-6090,"3117 NW 7th Ave, Miami, FL 33127-3625",0 opiniones,No disponible,No disponible,No disponible,info@porchettonifoodtruck.com,No disponible
Power Pizzeria,Miami,Italiana,Precio no disponible,No disponible,+1 305-381-4446,"50 SW 10th St, Miami, FL 33130-4119",6 opiniones,"5,0",No disponible,No disponible,info@powerpizzeria.com,https://media-cdn.tripadvisor.com/media/photo-w/1a/b4/67/1a/photo0jpg.jpg
Pulcinella Pizzeria,Miami,Italiana,Precio no disponible,No disponible,No disponible,"13035 SW 112th St, Miami, FL 33186-4601",2 opiniones,"5,0",No disponible,No disponible,No disponible,No disponible
Pummarola Miami Beach,Miami,Italiana,Precio no disponible,No disponible,+1 305-525-9795,"1747 Alton Road Miami Beach Fl 33139, Miami Beach, FL 33139-2495",129 opiniones,"5,0",No disponible,No disponible,info@pummarola.us,https://media-cdn.tripadvisor.com/media/photo-s/27/26/f2/f8/pummarola-miami-beach.jpg
Rey Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 305-225-3611,"2486 SW 137th Ave, Miami, FL 33175-6330",11 opiniones,"2,5",https://www.facebook.com/Reyspizzamiami/,No disponible,reyspizza2018@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/25/7d/bb/d8/rey-pizza.jpg
Rice Mediterranean Kitchen,Miami,Mediterránea,Precio no disponible,No disponible,+1 305-705-6090,"2500 Biscayne Blvd, Miami, FL 33137-4504",1 opinión,"5,0",http://www.ricekitchen.com/,No disponible,info@ricekitchen.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/0b/a2/c7/ameiiiiii-demais-super.jpg
Rise Pies,Miami,Italiana,Precio no disponible,No disponible,+1 786-773-1203,"1455 NW 107th Avenue Suite 444, Miami, FL 33172",10 opiniones,"3,5",No disponible,No disponible,home@risepies.com,https://media-cdn.tripadvisor.com/media/photo-s/19/eb/11/9c/photo0jpg.jpg
Robert Anthony of Miami,Miami,Internacional,Precio no disponible,No disponible,No disponible,"Miami, FL",1 opinión,"5,0",http://www.eatwith.com/users/625103?affid=en-tripadvisor-partnership-miami-h-625103&utm_source=tripadvisor&utm_medium=partnership&utm_campaign=en-tripadvisor-partnership-miami-h-625103,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/8c/b9/d5/eatwith-host-robert-s.jpg
Romina's Ristorante Italiano,Miami,Italiana,Precio no disponible,No disponible,+1 305-397-8805,"833 Lincoln Road, Miami Beach, FL 33139",7 opiniones,"4,5",https://www.rominasmiami.com/,No disponible,servicedirectory494@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/25/45/3c/6d/caption.jpg
Salt Cafe,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-328-0810,"1401 Collins Ave South Beach Plaza Hotel, Miami Beach, FL 33139-4103",20 opiniones,"3,5",https://www.facebook.com/saltcafemiamibeach/,No disponible,info@saltmiamibeach.com,https://media-cdn.tripadvisor.com/media/photo-s/1c/59/7a/40/mimosas.jpg
Shelter Restaurant,Miami,Italiana,Precio no disponible,No disponible,+1 305-603-8970,"10 NE 27th St, Miami, FL 33137-4432",7 opiniones,"3,0",No disponible,https://www.tripadvisor.es/Restaurant_Review-g34438-d23580978-Reviews-Shelter_Restaurant-Miami_Florida.html#,shelterwynwood@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/21/c4/7b/4b/10-ne-27th-st-wynwood.jpg
Shukran Mediterranean Restaurant,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-503-1150,"5500 NW 74th Ave, Miami, FL 33166-4212",0 opiniones,No disponible,http://shukranmediterraneanfood.us/,http://shukranmediterraneanfood.us/wp-content/uploads/2019/03/MENU-SHUKRAN-WEB.pdf,No disponible,No disponible
Sous Chef 2 Go,Miami,Francesa,Precio no disponible,No disponible,+1 305-595-8010,"The Greenery Mall 7758 No Kendall Drive, Miami, FL 33156",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
Stackz Shawarma Houze,Miami,Mediterránea,Precio no disponible,No disponible,No disponible,"241 NW 24th St, Miami, FL 33127-4323",2 opiniones,"4,0",http://thestackzsh.com/,No disponible,No disponible,No disponible
Tasca Paella,Miami,Española,Precio no disponible,No disponible,No disponible,"401 Biscayne Blvd Suite 200 S, Miami, FL 33132-1979",5 opiniones,"2,5",https://www.facebook.com/Tasca-Paella-2563763270315119/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/46/0e/e8/pollo-grigliato-con-patatine.jpg
Tatiana for Lokal Kitchen,Miami,Francesa,Precio no disponible,No disponible,No disponible,"Miami, FL",0 opiniones,No disponible,http://www.eatwith.com/users/770497?affid=en-tripadvisor-partnership-miami-h-770497&utm_source=tripadvisor&utm_medium=partnership&utm_campaign=en-tripadvisor-partnership-miami-h-770497,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/22/84/a9/7f/host-atmosphere-photo.jpg
The Italian Chef,Miami,Italiana,Precio no disponible,No disponible,+1 305-669-5033,"5612 Sunset Dr, Miami, FL 33143-5611",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
The Tavern At Metropole,Miami,Italiana,Precio no disponible,No disponible,+1 305-672-0009,"635 Collins Ave Suite 101, Miami Beach, FL 33139-6249",6 opiniones,"3,5",No disponible,No disponible,sm@southbeachgroup.com,https://media-cdn.tripadvisor.com/media/photo-s/24/fb/16/38/dessert.jpg
The Trip Terrace,Miami,Europea,Precio no disponible,No disponible,+1 305-413-8893,"28 Ne 14th St #1311, Miami, Fl, Miami, FL 33132",0 opiniones,No disponible,http://thetripmiami.com/,No disponible,christian@thetripmiami.com,No disponible
Tony's Pizza - Miami,Miami,Italiana,Precio no disponible,No disponible,+1 305-654-9113,"19329 Northwest 2nd Avenue, Miami, FL 33169",6 opiniones,"4,0",No disponible,No disponible,servicedirectory494@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/15/ce/1b/5e/the-worst-pizza.jpg
Trattoria Bella Restaurant,Miami,Italiana,Precio no disponible,No disponible,+1 305-253-3873,"15455 SW 137th Ave, Miami, FL 33177-1279",3 opiniones,"3,5",No disponible,No disponible,No disponible,No disponible
Trattoria Ocean Drive,Miami,Italiana,Precio no disponible,No disponible,+1 786-695-2192,"1244 Ocean Dr, Miami, FL 33139-4610",12 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/24/35/72/39/sea-food-pasta-delicious.jpg
Vesuvio Pizzza & Subs,Miami,Italiana,Precio no disponible,No disponible,+1 305-385-4441,"13081 SW 88th St, Miami, FL 33186-1708",9 opiniones,"4,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/13/5d/c8/5e/20180620-195049-largejpg.jpg
Vinonueva Fine & Rare Wines,Miami,Vinoteca,Precio no disponible,No disponible,+1 786-633-6432,"5582 NE 4th Ct, Miami, FL 33137-2697",3 opiniones,"5,0",http://www.vinonueva.com/,No disponible,info@vinonueva.com,https://media-cdn.tripadvisor.com/media/photo-s/24/e5/a9/65/vinonueva.jpg
Zeru Miami,Miami,Española,Precio no disponible,No disponible,No disponible,"1395 Brickell Avenue, Miami, FL 33131",1 opinión,"0,0",http://zerumiami.com/,No disponible,No disponible,No disponible
La Licuadora,Miami,Española,Precio no disponible,No disponible,+1 305-379-0000,"47 NE 2nd Avenue, Miami Beach, FL",19 opiniones,"3,5",https://www.lalicuadoramiamifl.com/#/,No disponible,No disponible,No disponible
Majestic Portuguese Bakehouse,Miami,Europea,Precio no disponible,No disponible,+1 786-241-6729,"3340 Coral Way, Miami, FL 33145-2236",10 opiniones,"3,5",https://www.facebook.com/majesticbakehouse/,No disponible,hello@majesticbakehouse.com,https://media-cdn.tripadvisor.com/media/photo-s/1c/3d/97/02/majestic-portuguese-bakehouse.jpg
Don Enrique Arroces Tradiconales,Miami,Mediterránea,Precio no disponible,No disponible,+1 305-586-6896,"31 NW 9th St, Miami, FL 33136-3522",0 opiniones,No disponible,http://www.arrocesdonenrique.com/,No disponible,donenrique@arrocesdonenrique.com,https://media-cdn.tripadvisor.com/media/photo-s/26/32/ef/ba/bacon-cheeseburger-paellas.jpg
The Bazaar Project Shop & Cafe,Miami,Europea,Precio no disponible,No disponible,+1 786-703-6154,"2990 McFarlane Rd, Miami, FL 33133-6011",0 opiniones,No disponible,http://www.thebazaarproject.com/,No disponible,info@thebazaarproject.com,No disponible
