,Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen,latitude,longitude
384,Louise's Trattoria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-475-6084,"10645 W Pico Blvd, Los Angeles, CA 90064-2222",39 reviews,4.5,http://louises.com/loc_westla.html,https://www.tripadvisor.com/Restaurant_Review-g32655-d348090-Reviews-Louise_s_Trattoria-Los_Angeles_California.html#,cowcares@holycowbbq.com,https://media-cdn.tripadvisor.com/media/photo-s/10/c2/10/11/bbq-pizza.jpg,34.042773499999996,-118.423359
385,Louise's Trattoria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-962-9510,"232 N Larchmont Blvd, Los Angeles, CA 90004-3707",39 reviews,4.5,http://www.louises.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d364776-Reviews-Louise_s_Trattoria-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/ce/56/c0/photo1jpg.jpg,34.07510433333333,-118.32343833333333
386,Lucianos Ristorante,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-440-0637,"117 W California Blvd, Pasadena, CA 91105-3005",15 reviews,4.5,https://www.facebook.com/pages/category/Italian-Restaurant/Lucianos-Ristorante-350510608321421/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/cf/ee/23/nice-use-of-corks.jpg,34.1358498372093,-118.15243939534884
387,Luna Grill,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 747-208-5862,"4550 Van Nuys Blvd Ste A3 Suite A3, Los Angeles, CA 91403",2 reviews,4.5,https://locations.lunagrill.com/luna-grill-e4326dc208cf?y_source=1_MTQ0NDgxMTMtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.tripadvisor.com/Restaurant_Review-g32655-d13817122-Reviews-Luna_Grill-Los_Angeles_California.html#,info@Lunagrill.com,No disponible,None,None
388,Luna Grill,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 424-523-3242,"9901 Washington Blvd. Suite 106, Culver City, CA 90232",4 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32272-d13817127-Reviews-Luna_Grill-Culver_City_California.html#,info@Lunagrill.com,https://media-cdn.tripadvisor.com/media/photo-s/12/ea/b6/39/bistro-beef-kabob.jpg,None,None
389,Lusy's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-997-4330,"6357 Woodman Ave Southwest Corner of Woodman and Victory, Los Angeles, CA 91401-2346",10 reviews,4.5,No disponible,No disponible,lusyscafe@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/05/44/76/f8/lusy-s-mediterranean.jpg,None,None
390,Lusy's Mediterranean Cafe and Grill,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-849-5653,"16200 Ventura Blvd 102B, Los Angeles, CA 91436-2205",1 review,4.5,http://www.lusyscafe.com/,https://www.lusyscafe.com/online-ordering,lusyscuisine@gmail.com,https://media-cdn.tripadvisor.com/media/photo-o/25/80/f8/17/ribs.jpg,None,None
391,MA'S Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-567-2288,"267 North Pass Ave, Burbank, CA 91505-3927",29 reviews,4.5,No disponible,No disponible,michel@masitaliankitchen.com,https://media-cdn.tripadvisor.com/media/photo-s/14/fb/b0/97/rigatoni-bolognese.jpg,34.15429601717906,-118.34520639475795
392,Madeline Garden,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-795-5599,"1030 E Green St Ste 102, Pasadena, CA 91106-2437",41 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/06/bd/47/be/madeline-garden.jpg,None,None
393,Maggiano's - Farmers Market,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-965-9665,"189 The Grove Dr, Los Angeles, CA 90036-6222",358 reviews,4.5,http://www.maggianos.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/81/44/7f/photo2jpg.jpg,34.0724002,-118.359047
394,Maggiano's - Woodland Hills,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-887-3777,"6100 Topanga Canyon Blvd, Los Angeles, CA 91367-3627",113 reviews,4.5,http://www.maggianos.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/13/1c/5f/2e/side-salad-italian.jpg,34.181211,-118.605696
395,Maison Richard Restaurant and French Bakery,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-655-7777,"707 N Stanley Ave, Los Angeles, CA 90046-7425",35 reviews,4.5,http://www.maisonrichard.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d348095-Reviews-Maison_Richard_Restaurant_and_French_Bakery-Los_Angeles_California.html#,huguette@maisonrichard.com,https://media-cdn.tripadvisor.com/media/photo-s/06/95/c8/e7/maison-richard-restaurant.jpg,34.083910326530614,-118.35644718367347
396,Mama Petrillo's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-285-0228,"9082 Las Tunas Dr, Temple City, CA 91780-1902",24 reviews,4.5,http://www.mamapetrillos.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/be/18/8c/photo1jpg.jpg,34.10434166148719,-118.07142858033798
397,Mama Shawerma,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-507-2700,"2040 Colorado Blvd., Los Angeles, CA 90041, Los Angeles, CA 90041-1248",0 reviews,4.5,No disponible,No disponible,mamashawerma@gmail.com,No disponible,None,None
398,Manny's Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-443-4430,"651 N Sepulveda Blvd, Los Angeles, CA 90049-2185",34 reviews,4.5,http://www.mannyspizzeria.com/,http://www.mannyspizzeria.com/our-menu.html,msmsinc@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/68/99/2b/caption.jpg,34.0775556,-118.4686503
399,Mantee Cafe,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-761-6565,"10962 Ventura Blvd, Los Angeles, CA 91604-3340",58 reviews,4.5,No disponible,No disponible,info@manteecafe.com,https://media-cdn.tripadvisor.com/media/photo-s/09/d3/f6/76/covered-patio-area.jpg,34.1400089375,-118.369343625
400,Marco's Trattoria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-650-1060,"8200 Santa Monica Blvd, West Hollywood, CA 90046",83 reviews,4.5,https://www.marcoswesthollywood.com/?y_source=1_MTU0MTEyNDEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.tripadvisor.com/Restaurant_Review-g33252-d4886803-Reviews-Marco_s_Trattoria-West_Hollywood_California.html#,marco@marcoswesthollywood.com,https://media-cdn.tripadvisor.com/media/photo-s/0a/a5/12/92/exterior.jpg,34.0905841,-118.367144
401,Maria's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-351-2080,"3537 E Foothill Blvd, Pasadena, CA 91107-3119",77 reviews,4.5,http://mariasitaliankitchen.com/,https://www.tripadvisor.com/Restaurant_Review-g32859-d340509-Reviews-Maria_s_Italian_Kitchen-Pasadena_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/a3/43/fe/maria-s-italian-kitchen.jpg,None,None
402,Maria's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-476-6112,"11723 Barrington Ct Brentwood, Los Angeles, CA 90049-2930",25 reviews,4.5,http://www.mariasitaliankitchen.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d9975647-Reviews-Maria_s_Italian_Kitchen-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/a3/14/c2/maria-s-italian-kitchen.jpg,34.064454858585854,-118.46968454545454
403,Maria's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-341-5114,"9161 Reseda Blvd, Los Angeles, CA 91324-3031",26 reviews,4.5,http://www.mariasitaliankitchen.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d348837-Reviews-Maria_s_Italian_Kitchen-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/a3/0b/15/maria-s-italian-kitchen.jpg,34.2365746122449,-118.5361846122449
404,Maria's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-783-2920,"16608 Ventura Blvd, Los Angeles, CA 91436-1913",29 reviews,4.5,http://www.mariasitaliankitchen.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d348895-Reviews-Maria_s_Italian_Kitchen-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/a3/0d/6b/maria-s-italian-kitchen.jpg,34.15783076789821,-118.49489636172318
405,Maria's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-225-0586,"23331 Mulholland Dr, Los Angeles, CA 91364-2734",34 reviews,4.5,http://www.mariasitaliankitchen.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d468462-Reviews-Maria_s_Italian_Kitchen-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/a3/13/5c/maria-s-italian-kitchen.jpg,34.15666366666667,-118.63455666666667
406,Maria's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-906-0783,"13353 Ventura Blvd, Los Angeles, CA 91423-3912",30 reviews,4.5,http://mariasitaliankitchen.com/,https://mariasitaliankitchen.com/menus/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/a3/46/0a/maria-s-italian-kitchen.jpg,34.146918757575754,-118.42407436363636
407,Maria's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-441-3663,"10761 W Pico Blvd, Los Angeles, CA 90064-2218",44 reviews,4.5,http://www.mariasitaliankitchen.com/,https://mariasitaliankitchen.com/menus/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/a3/46/f6/maria-s-italian-kitchen.jpg,34.0411754,-118.42690918636164
408,Marino,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-466-8812,"6001 Melrose Ave Advise customers about parking facilities., Los Angeles, CA 90038-3651",97 reviews,4.5,http://marinorestaurant.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/07/41/2c/e0/interior.jpg,None,None
409,Marouch Lebanese Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-662-9325,"4905 Santa Monica Blvd, Los Angeles, CA 90029-2537",43 reviews,4.5,No disponible,No disponible,marouchrestaurant@earthlink.net,https://media-cdn.tripadvisor.com/media/photo-s/07/43/b5/6d/profile-pictures-album.jpg,34.090929466666665,-118.29630006666666
410,MARVIN Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-655-5553,"8114 Beverly Blvd, Los Angeles, CA 90048-4508",16 reviews,4.5,No disponible,No disponible,info@chezmarvin.com,https://media-cdn.tripadvisor.com/media/photo-s/09/7f/50/7b/marvin-restaurant.jpg,34.07600083333333,-118.36621075000001
411,Masa of Echo Park,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 213-989-1558,"1800 W Sunset Blvd, Los Angeles, CA 90026-3227",152 reviews,4.5,http://www.masaofechopark.com/,https://www.masaofechopark.com/,masaofechopark@sbcglobal.net,https://media-cdn.tripadvisor.com/media/photo-p/25/1f/75/3f/cheese-pull.jpg,34.077426,-118.2646454
412,Matteo's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-475-4521,"2321 Westwood Blvd, Los Angeles, CA 90064-2109",43 reviews,4.5,http://matteositalianrestaurant.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/4d/59/cb/matteo-s.jpg,34.04182351020408,-118.43008208163265
413,Mauro's Cafe & Ristorante,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-653-7970,"8112 Melrose Ave, Los Angeles, CA 90046-7012",43 reviews,4.5,http://www.mauroscafe.com/#ad-image-1,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/82/30/ac/photo0jpg.jpg,34.08365925,-118.36622324999999
414,Maximiliano,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-739-6125,"5930 York Blvd, Los Angeles, CA 90042-2638",48 reviews,4.5,http://www.maximilianohp.com/,No disponible,info@maximilianohp.com,https://media-cdn.tripadvisor.com/media/photo-o/03/54/0e/a8/ice-cream-with-carmel.jpg,34.1180088,-118.189769
415,Mazar Mediterranean,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-992-9920,"21926 Ventura Blvd, Los Angeles, CA 91364-1724",12 reviews,4.5,No disponible,No disponible,mazarrestaurant@yahoo.com,https://media-cdn.tripadvisor.com/media/photo-p/1c/f1/61/63/salad.jpg,34.168369285714284,-118.60437751020409
416,Mediterranean Bistro,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-831-1122,"19735 Rinaldi St Porter Ranch Shopping Center, Los Angeles, CA 91326-4143",13 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/47/a8/b4/photo2jpg.jpg,None,None
417,Meet in Paris,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-815-8222,"9727 Culver Blvd, Culver City, CA 90232-2739",223 reviews,4.5,http://meetrestaurantla.com/,http://meetrestaurantla.com/wp-content/uploads/2018/10/Menu_Brunch_2018_10_6__14h55.pdf,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/77/16/f3/the-norwegian.jpg,34.02185962352941,-118.3958705
418,Mezza Garden,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-277-3770,"10250 Santa Monica Blvd Westfield - Century City Mall, Los Angeles, CA 90067",4 reviews,4.5,http://mezzagarden.com/,No disponible,info@mezzagarden.com,https://media-cdn.tripadvisor.com/media/photo-s/11/93/fc/e4/dining-bar.jpg,None,None
419,Mi Piace,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-795-3131,"25 E Colorado Blvd, Pasadena, CA 91105-1901",565 reviews,4.5,http://www.mipiace.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1c/d7/12/05/photo2jpg.jpg,34.1457864,-118.1490568
420,Miceli's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-851-3344,"3655 Cahuenga Blvd W, Los Angeles, CA 90068-1205",201 reviews,4.5,http://www.micelisrestaurant.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/a5/e6/64/photo3jpg.jpg,34.13452512244898,-118.3601472244898
421,Miceli's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-466-3438,"1646 N Las Palmas Ave, Los Angeles, CA 90028-6112",526 reviews,4.5,http://www.micelisrestaurant.com/,No disponible,frank@micelisrestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/14/16/b6/53/dsc-0210-largejpg.jpg,34.100582122448984,-118.33602744897959
422,Michelangelo Ristorante,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-660-4843,"2742 Rowena Ave, Los Angeles, CA 90039-2721",34 reviews,4.5,http://www.michelangelo-silverlake.com/,No disponible,opentable@michelangelo-silverlake.com,https://media-cdn.tripadvisor.com/media/photo-s/10/4a/73/64/penne-scampi-delicious.jpg,34.107007949999996,-118.26364117194264
423,Midici The Neapolitan Pizza Company,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 424-278-1005,"10250 Santa Monica Blvd Ste 1395, Los Angeles, CA 90067",6 reviews,4.5,http://www.mymidici.com/locations/california/los-angeles/century-city/,http://www.mymidici.com/menu/appetizer/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/12/3f/e1/ef/split-a-salad.jpg,None,None
424,Midici The Neapolitan Pizza Company,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-788-2178,"14612 Ventura Blvd, Los Angeles, CA 91403-3616",74 reviews,4.5,https://mymidici.com/stores/california/sherman-oaks/sherman-oaks/,http://www.mymidici.com/menu/appetizer/,info@mymidici.com,https://media-cdn.tripadvisor.com/media/photo-p/1b/7f/85/1d/photo0jpg.jpg,34.15107925,-118.45142955577583
425,Mignon Wine & Tapas Bar,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 213-489-0131,"128 E 6th St, Los Angeles, CA 90014-2006",13 reviews,4.5,No disponible,No disponible,mignonwine@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/0c/18/1e/03/photo0jpg.jpg,34.044984285714285,-118.24967757142858
426,Mimi's Cafe,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 562-862-2828,"8455 Firestone Boulevard, Downey, CA 90240",55 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/cc/e8/70/photo0jpg.jpg,33.938772011934276,-118.13034188949162
427,Modo Mio cucina rustica,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-459-0979,"15200 W Sunset Blvd Suite 106, Los Angeles, CA 90272-3619",30 reviews,4.5,No disponible,No disponible,george@restaurantmodomio.com,https://media-cdn.tripadvisor.com/media/photo-s/22/db/2e/2b/tagliata-di-manzo-all.jpg,None,None
428,Momed,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-522-3488,"3245 Casitas Ave Atwater Village, Los Angeles, CA 90039-2267",62 reviews,4.5,No disponible,No disponible,Info@atmomed.com,https://media-cdn.tripadvisor.com/media/photo-s/16/58/2d/c9/bar-area.jpg,34.1187663,-118.2550336
429,Momma's Brick Oven,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-799-1344,"710 Fair Oaks Ave, South Pasadena, CA 91030-2604",40 reviews,4.5,http://mammasbrickoven.com/,https://www.tripadvisor.com/Restaurant_Review-g33115-d919895-Reviews-Momma_s_Brick_Oven-South_Pasadena_California.html#,inzunza@mammasbrickoven.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/ad/14/6f/leftover-baked-ziti-from.jpg,34.11778333313745,-118.15022218990137
430,Monsieur Crêpe,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-639-3511,"105 N Hill Ave Suite 102, Pasadena, CA 91106-1916",4 reviews,4.5,No disponible,No disponible,monsieurcrepe@hotmail.com,https://media-cdn.tripadvisor.com/media/photo-s/19/52/53/c3/buckwheat-savory-crepe.jpg,None,None
431,Monsieur Marcel's Gourmet Market and Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,No disponible,"6333 W 3rd St, Los Angeles, CA 90036",255 reviews,4.5,No disponible,No disponible,info@mrmarcel.com,https://media-cdn.tripadvisor.com/media/photo-s/0c/c7/24/06/restaurant-s-flan.jpg,34.07193275,-118.36026526194347
432,Mora Italiano,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-386-0278,"17499 Ventura Blvd Encino, Los Angeles, CA 91316",9 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d4765512-Reviews-Mora_Italiano-Los_Angeles_California.html#,hello@moraitaliano.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/37/98/f1/cacio-e-pepe.jpg,34.161554,-118.514007
433,Mora Italiano,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-386-0278,"17499 Ventura Blvd Encino, Los Angeles, CA 91316",9 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d4765512-Reviews-Mora_Italiano-Los_Angeles_California.html#,hello@moraitaliano.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/37/98/f1/cacio-e-pepe.jpg,34.161554,-118.514007
434,Mozza2Go,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-297-1130,"6610 Melrose Ave, Los Angeles, CA 90038",27 reviews,4.5,http://mozza2go.com/,No disponible,info@mozza2go.com,https://media-cdn.tripadvisor.com/media/photo-s/06/fb/e9/cb/mozza-2-go.jpg,34.08337359183673,-118.33881059183673
435,Mulberry Street Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-789-6861,"17040 Ventura Blvd, Los Angeles, CA 91316-4129",21 reviews,4.5,http://mulberrypizzeria.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d348959-Reviews-Mulberry_Street_Pizzeria-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/c9/68/82/photo0jpg.jpg,34.16001511508615,-118.50469529733947
436,Natas Pastries,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-788-8050,"13317 Ventura Blvd Ste D Sherman Oaks, Los Angeles, CA 91423-6212",56 reviews,4.5,http://nataspastries.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/06/12/62/d4/beautiful.jpg,None,None
437,Nicola's Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-883-9477,"20969 Ventura Blvd Ste 14 1-hour Free W/validation Secure Parking, Los Angeles, CA 91364-6601",49 reviews,4.5,http://www.nicolaskitchen.com/,http://www.nicolaskitchen.com/,nicolaswoodlandhills@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/0a/38/b6/8d/nicola.jpg,None,None
438,Nicole's Gourmet Foods,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-403-5751,"921 Meridian Ave Unit B, South Pasadena, CA 91030-3135",33 reviews,4.5,http://www.nicolesgourmetfoods.com/index.html,https://www.tripadvisor.com/Restaurant_Review-g33115-d1194786-Reviews-Nicole_s_Gourmet_Foods-South_Pasadena_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/06/7d/d9/f7/delicious-salad-trio.jpg,None,None
439,Nikki C's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-792-7437,"470 S Rosemead Blvd, Pasadena, CA 91107-4940",51 reviews,4.5,http://www.nikkicspasadena.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-o/04/8a/45/7b/nikki-c-s.jpg,34.1578712,-118.0813015
440,Niko's Pizza,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-241-1400,"399 W 6th St, Los Angeles, CA 90014-1703",32 reviews,4.5,http://www.nikospizzeria.com/,http://www.nikospizzeria.com/menu,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/c5/b5/36/mousakka.jpg,34.047334,-118.252931
441,Noah's Ark Cuisine,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-831-6980,"10315 Zelzah Ave, Los Angeles, CA 91326-3507",6 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d1006527-Reviews-Noah_s_Ark_Cuisine-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/9e/50/2d/hummus.jpg,34.2577832,-118.5234256
