Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen
ecco un poco - Natural Italian Gelato,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-595-0466,"8318 W 3rd St, Los Angeles, CA 90048-4311",3 reviews,5.0,http://www.eccounpoco.com/,https://www.eccounpoco.com/menu,eccounpocogelato@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/1a/4d/1d/84/homemade-gluten-free.jpg
Edendale,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 323-666-2000,"2838 Rowena Ave, Los Angeles, CA 90039-2002",54 reviews,4.0,http://www.theedendale.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d338887-Reviews-Edendale-Los_Angeles_California.html#,edendale56@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/0f/be/9d/8d/tomato-linguine.jpg
Edwin Mills by Equator,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 626-564-8656,"22 Mills Pl, Pasadena, CA 91105-1910",38 reviews,3.5,No disponible,No disponible,party@edwinmills.com,https://media-cdn.tripadvisor.com/media/photo-s/15/2a/ad/14/interior-dinning-area.jpg
El Morfi,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-547-4420,"241 N Brand Blvd, Glendale, CA 91203-2609",27 reviews,4.5,http://elmorfigrill.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/2b/5a/13/photo3jpg.jpg
Electric Owl,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 323-545-6565,"1451 N Gardner St, Los Angeles, CA 90046-4101",17 reviews,4.0,No disponible,No disponible,info@electricowl.la,https://media-cdn.tripadvisor.com/media/photo-s/17/4b/2e/0a/photo1jpg.jpg
Elena Greek Armenian Cuisine,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-241-5730,"1000 S Glendale Ave, Glendale, CA 91205-2806",49 reviews,4.5,http://www.elenasgreek.com/,https://www.tripadvisor.com/Restaurant_Review-g32431-d729999-Reviews-Elena_Greek_Armenian_Cuisine-Glendale_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/6c/bb/97/this-is-hidden-jewel.jpg
Elf Cafe,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 213-484-6829,"2135 W Sunset Blvd, Los Angeles, CA 90026-3124",47 reviews,4.5,http://elfcafe.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d813657-Reviews-Elf_Cafe-Los_Angeles_California.html#,elfcafe@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/11/df/e7/eb/photo1jpg.jpg
Emilio's Trattoria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-784-7499,"16234 Ventura Blvd, Los Angeles, CA 91436-2202",53 reviews,4.0,http://www.emiliostrattoria.net/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/06/7b/3a/00/emilio-s-trattoria.jpg
EnjoEat Classico,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-837-7004,"3918 Van Buren Pl, Los Angeles, CA 90252",33 reviews,4.5,http://eataliangroup.com/enjoeat-classico,https://www.tripadvisor.com/Restaurant_Review-g32655-d6438026-Reviews-EnjoEat_Classico-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0b/d4/43/17/much-larger-my-kids-were.jpg
Entre Nous French Bistro,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 626-844-4500,"119 W Green St, Pasadena, CA 91105-2027",12 reviews,4.5,http://www.entrenousfrenchbistro.com/,http://www.entrenousfrenchbistro.com/menu/,entrenousfrenchbistro@gmail.com,https://media-cdn.tripadvisor.com/media/photo-w/1d/c9/29/3a/duck-special-of-the-night.jpg
Erewhon,Los Angeles,Mercado de alimentos especializado,Moderado-Alto,$$ - $$$,+1 323-937-0777,"7660 Beverly Blvd, Los Angeles, CA 90036-2734",30 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/f1/1f/12/amazing.jpg
Estérel,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 310-358-3944,"8555 Beverly Blvd, Los Angeles, CA 90048-3303",48 reviews,4.0,https://restaurants.accorhotels.com/fr/restaurant-0937_R001-ESTEREL-Los-Angeles.shtml,https://static1.squarespace.com/static/5a1dc36b0100270ad3dc2458/t/62c494d69e6d7438861a2189/1657050327258/summer+sofitel_+%2528002%2529++revised+052522.pdf,angie.melchiade@sofitel.com,https://media-cdn.tripadvisor.com/media/photo-s/25/1a/b6/b6/interior.jpg
Ever Bar,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 213-279-3534,"1800 Argyle Ave, Los Angeles, CA 90028-5253",18 reviews,5.0,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d12930849-Reviews-Ever_Bar-Los_Angeles_California.html#,info@everbarla.com,https://media-cdn.tripadvisor.com/media/photo-s/10/ee/bf/7b/ever-bar.jpg
Everson Royce,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 626-765-9334,"155 N Raymond Ave, Pasadena, CA 91103-3921",18 reviews,4.0,No disponible,No disponible,info@eversonroyce.com,https://media-cdn.tripadvisor.com/media/photo-s/14/4f/bf/43/for-15-you-get-four-pours.jpg
Everson Royce Bar,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 213-335-6166,"1936 E 7th St, Los Angeles, CA 90021-1206",23 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0b/79/66/53/this-place-is-very-cool.jpg
Evo Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-375-3390,"7950 W Sunset Blvd, Los Angeles, CA 90046-3356",55 reviews,4.5,http://www.evokitchenla.com/,No disponible,info@evokitchenla.com,https://media-cdn.tripadvisor.com/media/photo-s/13/b6/fb/a7/evo-kitchen.jpg
Fabiolus Cucina,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-467-2882,"6270 W Sunset Blvd, Los Angeles, CA 90028-8725",150 reviews,4.0,http://www.fabiolus.com/,https://www.fabiolus.com/dinein,mauro@fabiolus.com,https://media-cdn.tripadvisor.com/media/photo-p/18/83/ba/d2/fettuccine-bolognese.jpg
Fable,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 213-784-3048,"819 S Flower St, Los Angeles, CA 90017-4607",0 reviews,No disponible,http://www.fabledtla.com/,No disponible,taylor@theburrowla.com,No disponible
Fabrocini's Italian Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-342-4490,"18608 Ventura Blvd, Los Angeles, CA 91356-4104",21 reviews,4.0,http://fabrocinistarzana.com/,http://fabrocinistarzana.com/menu.html,No disponible,No disponible
Fabrocini's Italian Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-475-7404,"2960 N Beverly Glen Cir, Los Angeles, CA 90077-1724",48 reviews,4.5,http://www.fabrocinibeverlyglen.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d526507-Reviews-Fabrocini_s_Italian_Restaurant-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/01/41/39/d9/lunch-at-italian-cafe.jpg
Farfalla Trattoria Encino,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-380-0200,"16403 Ventura Blvd, Los Angeles, CA 91436-4373",12 reviews,4.0,http://www.farfallaencino.com/,No disponible,No disponible,No disponible
Farfalla Trattoria Italiana,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-661-7365,"1978 Hillhurst Ave, Los Angeles, CA 90027-2722",76 reviews,4.0,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d338894-Reviews-Farfalla_Trattoria_Italiana-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/f8/8e/17/photo0jpg.jpg
Farsi Cafe,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-475-4500,"1916 Westwood Blvd, Los Angeles, CA 90025-4614",27 reviews,4.5,http://farsicafela.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d681343-Reviews-Farsi_Cafe-Los_Angeles_California.html#,order@farsicafe.com,https://media-cdn.tripadvisor.com/media/photo-s/0a/85/e9/06/farsi-cafe.jpg
Fatamorgana Gelato,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 424-278-1629,"162 S Beverly Dr, Beverly Hills, CA 90212-3003",9 reviews,4.5,http://www.fmgelato.com/,No disponible,info@fmgelato.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/9c/28/99/bronte-pistachio-coffee.jpg
Ferrarini Cafe,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-278-8533,"9622 Brighton Way, Beverly Hills, CA 90210-5110",18 reviews,4.5,No disponible,No disponible,dsrcafebh@gmail.com,https://media-cdn.tripadvisor.com/media/photo-o/03/d4/be/98/ferrarini-cafe.jpg
Figaro Bistrot,Los Angeles,Francés,Moderado-Alto,$$ - $$$,No disponible,"1802 N Vermont Ave, Los Angeles, CA 90027-4213",174 reviews,4.5,http://www.figarobistrot.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d2250597-Reviews-Figaro_Bistrot-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/64/28/94/save-some-room.jpg
Fine Equipe LA Catering,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,No disponible,"4120 Buckingham Rd, Los Angeles, CA 90008-3340",0 reviews,No disponible,https://www.fineequipela.com/,No disponible,No disponible,No disponible
Firehouse Restaurant,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-881-3118,"18450 Victory Blvd, Los Angeles, CA 91335-6435",25 reviews,3.5,https://www.facebook.com/Firehouse-Taverna-111127152254411/,https://www.tripadvisor.com/Restaurant_Review-g32655-d779348-Reviews-Firehouse_Restaurant-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/a8/ee/25/photo0jpg.jpg
Firenze Osteria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-760-7081,"4212 Lankershim Blvd, Los Angeles, CA 91602-2855",49 reviews,4.5,http://www.firenzeosteria.com/firenzeOsteria.html,https://www.tripadvisor.com/Restaurant_Review-g32655-d357572-Reviews-Firenze_Osteria-Los_Angeles_California.html#,info@firenzeosteria.com,https://media-cdn.tripadvisor.com/media/photo-s/02/71/b4/29/filename-gnocchi-jpg.jpg
Flame Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-578-3888,"19309 Vanowen St, Los Angeles, CA 91335-5023",15 reviews,5.0,http://www.flamepizzeriareseda.com/,No disponible,flamepizza1@gmail.com,No disponible
Flask Fine Wines,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 818-761-5373,"12194 Ventura Blvd, Los Angeles, CA 91604-2517",0 reviews,No disponible,No disponible,No disponible,info@flaskfinewines.com,No disponible
Forma,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 424-231-2868,"1610 Montana Ave, Santa Monica, CA 90403-1808",244 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/bc/3b/50/forma.jpg
Frankie's Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-705-1295,"5538 Reseda Blvd, Los Angeles, CA 91356-6261",34 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/cb/9a/e2/photo1jpg.jpg
Frankie's on Melrose,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-937-2801,"7228 Melrose Ave, Los Angeles, CA 90046-7620",45 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0f/69/f4/3c/20170527-195101-film2.jpg
Frantone's Pizza and Spaghetti Villa,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 562-923-7248,"9148 Telegraph Rd, Downey, CA 90240-2467",8 reviews,5.0,http://www.frantones.com/,http://www.frantones.com/menu.pdf,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/22/11/82/67/frantone-s-pizza-and.jpg
Fresh Brothers Pizza Beverly Hills,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-860-9400,"250 S Beverly Dr, Beverly Hills, CA 90212-3831",26 reviews,4.0,http://freshbrothers.com/location/beverly-hills/,https://www.freshbrothers.com/menu/,Debbie@FreshBrothers.com,https://media-cdn.tripadvisor.com/media/photo-s/05/01/db/db/fresh-brothers-pizza.jpg
Fresh Brothers Pizza Burbank,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-858-1800,"4005 W Riverside Dr, Burbank, CA 91505-4329",3 reviews,4.0,http://freshbrothers.com/location/burbank/,https://www.freshbrothers.com/menu/,TheBrothers@freshbrothers.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/b9/23/e3/gluten-free-cheese.jpg
Fresh Brothers Pizza Encino,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-528-2100,"16060 Ventura Blvd, Los Angeles, CA 91436-2761",2 reviews,2.5,No disponible,No disponible,debbie@freshbrothers.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/bc/0b/25/greek-salad.jpg
Fritto Misto,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-458-2829,"620 Santa Monica Blvd Ste A Ste A, Santa Monica, CA 90401",676 reviews,4.5,http://thefrittomisto.com/,https://www.tripadvisor.com/Restaurant_Review-g33052-d350119-Reviews-Fritto_Misto-Santa_Monica_California.html#,fmisto@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/04/8d/ca/6f/fritto-misto.jpg
Frumento's Italian Market,Los Angeles,Mercado de alimentos especializado,Moderado-Alto,$$ - $$$,+1 323-721-2071,"214 W Beverly Blvd, Montebello, CA 90640-4307",16 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32735-d4960297-Reviews-Frumento_s_Italian_Market-Montebello_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/15/6d/11/00/20181115-121059-largejpg.jpg
Full House Barbeque,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 323-250-0550,"3909 Beverly Blvd, Los Angeles, CA 90004-3406",2 reviews,4.5,https://www.facebook.com/fullhousebarbecue/,No disponible,No disponible,No disponible
Gale's Italian Restaurant and Bar,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-432-6705,"452 S Fair Oaks Ave, Pasadena, CA 91105-2634",405 reviews,4.5,http://www.galesrestaurant.com/,No disponible,gale@galesrestaurant.com,https://media-cdn.tripadvisor.com/media/photo-p/11/64/88/5d/photo2jpg.jpg
Gasolina Cafe,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 818-914-4033,"21150 Ventura Blvd, Los Angeles, CA 91364-2103",21 reviews,4.5,http://www.gasolinacafe.com/,https://www.gasolinacafe.com/menu,hello@gasolinacafe.com,https://media-cdn.tripadvisor.com/media/photo-s/09/d1/51/23/gasolina-cafe.jpg
Genovese's Pizza,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-289-5667,"2900 W Main St, Alhambra, CA 91801-1663",15 reviews,4.0,http://www.facebook.com/pages/Genoveses-Pizza/102222626488119,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/fb/a1/b3/lunch-time.jpg
George's Greek Grill,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 213-624-6542,"735 S Figueroa St Suite 131, Los Angeles, CA 90017-2571",6 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/41/0b/d9/gyro-feta-fries.jpg
Georges Cucina Italiana,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-246-7777,"1418 W Kenneth Rd, Glendale, CA 91201-1422",30 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0f/1b/48/27/georges-cucina-italiana.jpg
Gio Cucina Napoletana,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-905-7446,"15826 Ventura Blvd, Los Angeles, CA 91436-2919",18 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/58/1b/57/lunch-trio.jpg
Giuseppe's Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-957-1313,"2428 Honolulu Ave, Montrose, CA 91020-1824",14 reviews,4.5,http://www.giuseppespizzamontrose.com/,No disponible,giuseppes2428@yahoo.com,No disponible
Got Kosher?,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 310-858-1920,"8914 W Pico Blvd, Los Angeles, CA 90035-3304",46 reviews,4.0,http://www.harissala.com/,https://harissala.com/los-angeles-beverly-hills-harissa-food-menu,info@gotkosherinc.com,https://media-cdn.tripadvisor.com/media/photo-s/18/45/e4/aa/harissa-restaurant.jpg
Green Olive Mediterranean Cuisine,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 562-862-8080,"9234 Lakewood Blvd, Downey, CA 90240-2909",39 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32308-d5104951-Reviews-Green_Olive_Mediterranean_Cuisine-Downey_California.html#,info@greenolivela.com,https://media-cdn.tripadvisor.com/media/photo-s/0e/9e/10/db/20170228-141646-largejpg.jpg
Green Street Tavern,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 626-229-9961,"69 W Green St, Pasadena, CA 91105-2068",50 reviews,4.0,No disponible,No disponible,greensttavern@yahoo.com,https://media-cdn.tripadvisor.com/media/photo-s/06/87/19/e8/green-street-tavern.jpg
Guido's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 866-458-8279,"14556 Polk St, Los Angeles, CA 90025",37 reviews,4.0,http://www.guidospizzapasta.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/8e/00/2a/guido-s-19.jpg
Guido's,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-820-6649,"11980 Santa Monica Blvd West Los Angeles, Los Angeles, CA 90025-2749",32 reviews,4.0,http://www.guidosla.com/,http://www.guidosla.com/menu/index.html,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/ba/79/e1/private-dining-for-up.jpg
H.O.M. Itaery,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-313-9500,"21136 Ventura Blvd, Los Angeles, CA 91364-2103",11 reviews,4.5,http://www.letsgohom.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/f9/f1/62/dsc-0804-largejpg.jpg
Habayit Restaurant,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-479-5444,"11921 W Pico Blvd, Los Angeles, CA 90064-1312",22 reviews,4.5,http://www.habayitrestaurant.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/d8/ad/fa/habayit-restaurant.jpg
Habibi Cafe,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-824-2277,"923 Broxton Ave, Los Angeles, CA 90024-2801",14 reviews,3.0,No disponible,No disponible,manager@habibicafe.com,https://media-cdn.tripadvisor.com/media/photo-s/0a/33/3f/75/habibi-means-my-love.jpg
Hayat's Kitchen,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-761-4656,"11009 Burbank Blvd Ste 117, Los Angeles, CA 91601-2480",29 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1a/a9/21/1d/this-lebanese-food-located.jpg
Hollywood Pizza Cafe,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 213-260-1929,"6541 Hollywood Blvd Ste 101, Los Angeles, CA 90028",3 reviews,3.5,No disponible,No disponible,office@hollywoodpizzacafe.com,https://media-cdn.tripadvisor.com/media/photo-s/17/8d/a1/f1/cheese-pizza.jpg
Holy Green,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-740-4998,"1842 W Washington Blvd, Los Angeles, CA 90007-5407",0 reviews,No disponible,http://www.losangeleshealthyfood.com/,https://www.ubereats.com/en-US/los-angeles/food-delivery/holy-green/wW1luKvNTqqjso5xXAfD3A/,Holygreenla@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/44/ba/21/main-picture.jpg
Hopdoddy Burger Bar,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 310-410-2337,"12746 Jefferson Boulevard Suite 1120, Los Angeles, CA 90094",37 reviews,4.0,No disponible,No disponible,info@hopdoddy.com,https://media-cdn.tripadvisor.com/media/photo-p/1c/9c/e3/be/goodnight-good-cause.jpg
House of Meatballs,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-208-5117,"1076 Gayley Ave, Los Angeles, CA 90024-3402",19 reviews,4.5,No disponible,No disponible,houseofmeatballs@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/5d/3b/66/salad-back-right.jpg
Humble Crust,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 213-744-1111,"111 S La Cienega Blvd, Beverly Hills, CA 90048-3325",2 reviews,5.0,http://www.humblecrustla.com/,No disponible,orders@humblecrustla.com,https://media-cdn.tripadvisor.com/media/photo-s/0a/5a/95/10/humble-crust.jpg
Hummus House,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-675-3400,"12211 S., Hawthorne, CA 90250",68 reviews,4.5,http://www.hummus-house.com/,No disponible,aisha@hummus-house.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/6d/b7/4c/food.jpg
Hye Cuisine,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 323-278-0102,"2110 W Whittier Blvd, Montebello, CA 90640-4013",12 reviews,4.5,https://www.facebook.com/HCArmenianMediterranean/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/87/97/a7/chicken-breast-kabob.jpg
Hyperion Public,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 323-761-6440,"2538 Hyperion Ave, Los Angeles, CA 90027-3305",32 reviews,4.0,No disponible,No disponible,info@hyperionpublic.com,https://media-cdn.tripadvisor.com/media/photo-s/10/63/75/a3/photo2jpg.jpg
Ike's Love & Sandwiches,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-204-7090,"3895 Overland Ave, Culver City, CA 90232-3306",1 review,2.0,http://www.ikessandwich.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1d/86/cb/bf/ike-s.jpg
Il Buco,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-657-1345,"107 N Robertson Blvd, Beverly Hills, CA 90211-2103",27 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/21/0c/21/photo0jpg.jpg
Il Capriccio on Vermont,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-662-5900,"1757 N Vermont Ave, Los Angeles, CA 90027-4305",103 reviews,4.5,http://ilcapricc.io/home,https://www.tripadvisor.com/Restaurant_Review-g32655-d360475-Reviews-Il_Capriccio_on_Vermont-Los_Angeles_California.html#,mail@ilcapriccioonvermont.com,https://media-cdn.tripadvisor.com/media/photo-s/06/e2/a3/88/il-capriccio-on-vermont.jpg
